mouse_symbol,human_symbol,source,confidence
ZNF316,ZNF316,CASE_MATCH,5
ZNF317,ZNF317,CASE_MATCH,5
ZNF318,ZNF318,CASE_MATCH,5
ZNF319,ZNF319,CASE_MATCH,5
ZNF32,ZNF32,CASE_MATCH,5
ZNF320,ZNF320,CASE_MATCH,5
ZNF322,ZNF322,CASE_MATCH,5
ZNF324,ZNF324,CASE_MATCH,5
ZNF324B,ZNF324B,CASE_MATCH,5
ZNF326,ZNF326,CASE_MATCH,5
ZNF329,ZNF329,CASE_MATCH,5
ZNF330,ZNF330,CASE_MATCH,5
ZNF331,ZNF331,CASE_MATCH,5
ZNF334,ZNF334,CASE_MATCH,5
ZNF335,ZNF335,CASE_MATCH,5
ZNF337,ZNF337,CASE_MATCH,5
ZNF33A,ZNF33A,CASE_MATCH,5
ZNF33B,ZNF33B,CASE_MATCH,5
ZNF34,ZNF34,CASE_MATCH,5
ZNF341,ZNF341,CASE_MATCH,5
ZNF345,ZNF345,CASE_MATCH,5
ZNF346,ZNF346,CASE_MATCH,5
ZNF347,ZNF347,CASE_MATCH,5
ZNF35,ZNF35,CASE_MATCH,5
ZNF354A,ZNF354A,CASE_MATCH,5
ZNF354B,ZNF354B,CASE_MATCH,5
ZNF354C,ZNF354C,CASE_MATCH,5
ZNF355P,ZNF355P,CASE_MATCH,5
ZNF358,ZNF358,CASE_MATCH,5
ZNF362,ZNF362,CASE_MATCH,5
ZNF365,ZNF365,CASE_MATCH,5
ZNF366,ZNF366,CASE_MATCH,5
ZNF367,ZNF367,CASE_MATCH,5
ZNF382,ZNF382,CASE_MATCH,5
ZNF383,ZNF383,CASE_MATCH,5
ZNF384,ZNF384,CASE_MATCH,5
ZNF385A,ZNF385A,CASE_MATCH,5
ZNF385B,ZNF385B,CASE_MATCH,5
ZNF385C,ZNF385C,CASE_MATCH,5
ZNF394,ZNF394,CASE_MATCH,5
ZNF395,ZNF395,CASE_MATCH,5
ZNF396,ZNF396,CASE_MATCH,5
ZNF397,ZNF397,CASE_MATCH,5
ZNF398,ZNF398,CASE_MATCH,5
ZNF407,ZNF407,CASE_MATCH,5
ZNF408,ZNF408,CASE_MATCH,5
ZNF41,ZNF41,CASE_MATCH,5
ZNF410,ZNF410,CASE_MATCH,5
ZNF414,ZNF414,CASE_MATCH,5
ZNF415,ZNF415,CASE_MATCH,5
ZNF416,ZNF416,CASE_MATCH,5
ZNF417,ZNF417,CASE_MATCH,5
ZNF418,ZNF418,CASE_MATCH,5
ZNF419,ZNF419,CASE_MATCH,5
ZNF420,ZNF420,CASE_MATCH,5
ZNF423,ZNF423,CASE_MATCH,5
ZNF425,ZNF425,CASE_MATCH,5
ZNF426,ZNF426,CASE_MATCH,5
ZNF428,ZNF428,CASE_MATCH,5
ZNF429,ZNF429,CASE_MATCH,5
ZNF43,ZNF43,CASE_MATCH,5
ZNF430,ZNF430,CASE_MATCH,5
ZNF431,ZNF431,CASE_MATCH,5
ZNF432,ZNF432,CASE_MATCH,5
ZNF433,ZNF433,CASE_MATCH,5
ZNF436,ZNF436,CASE_MATCH,5
ZNF438,ZNF438,CASE_MATCH,5
ZNF439,ZNF439,CASE_MATCH,5
ZNF44,ZNF44,CASE_MATCH,5
ZNF440,ZNF440,CASE_MATCH,5
ZNF441,ZNF441,CASE_MATCH,5
ZNF442,ZNF442,CASE_MATCH,5
ZNF443,ZNF443,CASE_MATCH,5
ZNF444,ZNF444,CASE_MATCH,5
ZNF445,ZNF445,CASE_MATCH,5
ZNF446,ZNF446,CASE_MATCH,5
ZNF449,ZNF449,CASE_MATCH,5
ZNF45,ZNF45,CASE_MATCH,5
ZNF451,ZNF451,CASE_MATCH,5
ZNF454,ZNF454,CASE_MATCH,5
ZNF461,ZNF461,CASE_MATCH,5
ZNF462,ZNF462,CASE_MATCH,5
ZNF467,ZNF467,CASE_MATCH,5
ZNF468,ZNF468,CASE_MATCH,5
ZNF469,ZNF469,CASE_MATCH,5
ZNF470,ZNF470,CASE_MATCH,5
ZNF471,ZNF471,CASE_MATCH,5
ZNF473,ZNF473,CASE_MATCH,5
ZNF474,ZNF474,CASE_MATCH,5
ZNF475,ZNF475,CASE_MATCH,5
ZNF479,ZNF479,CASE_MATCH,5
ZNF48,ZNF48,CASE_MATCH,5
ZNF480,ZNF480,CASE_MATCH,5
ZNF483,ZNF483,CASE_MATCH,5
ZNF484,ZNF484,CASE_MATCH,5
ZNF486,ZNF486,CASE_MATCH,5
ZNF488,ZNF488,CASE_MATCH,5
ZNF490,ZNF490,CASE_MATCH,5
ZNF491,ZNF491,CASE_MATCH,5
ZNF492,ZNF492,CASE_MATCH,5
ZNF493,ZNF493,CASE_MATCH,5
ZNF496,ZNF496,CASE_MATCH,5
ZNF497,ZNF497,CASE_MATCH,5
ZNF501,ZNF501,CASE_MATCH,5
ZNF502,ZNF502,CASE_MATCH,5
ZNF503,ZNF503,CASE_MATCH,5
ZNF506,ZNF506,CASE_MATCH,5
ZNF507,ZNF507,CASE_MATCH,5
ZNF510,ZNF510,CASE_MATCH,5
ZNF511,ZNF511,CASE_MATCH,5
ZNF512,ZNF512,CASE_MATCH,5
ZNF512B,ZNF512B,CASE_MATCH,5
ZNF513,ZNF513,CASE_MATCH,5
ZNF516,ZNF516,CASE_MATCH,5
ZNF518A,ZNF518A,CASE_MATCH,5
ZNF518B,ZNF518B,CASE_MATCH,5
ZNF519,ZNF519,CASE_MATCH,5
ZNF521,ZNF521,CASE_MATCH,5
ZNF524,ZNF524,CASE_MATCH,5
ZNF525,ZNF525,CASE_MATCH,5
ZNF526,ZNF526,CASE_MATCH,5
ZNF528,ZNF528,CASE_MATCH,5
ZNF529,ZNF529,CASE_MATCH,5
ZNF530,ZNF530,CASE_MATCH,5
ZNF532,ZNF532,CASE_MATCH,5
ZNF534,ZNF534,CASE_MATCH,5
ZNF536,ZNF536,CASE_MATCH,5
ZNF540,ZNF540,CASE_MATCH,5
ZNF541,ZNF541,CASE_MATCH,5
ZNF543,ZNF543,CASE_MATCH,5
ZNF544,ZNF544,CASE_MATCH,5
ZNF546,ZNF546,CASE_MATCH,5
ZNF547,ZNF547,CASE_MATCH,5
ZNF548,ZNF548,CASE_MATCH,5
ZNF549,ZNF549,CASE_MATCH,5
ZNF551,ZNF551,CASE_MATCH,5
ZNF552,ZNF552,CASE_MATCH,5
ZNF554,ZNF554,CASE_MATCH,5
ZNF555,ZNF555,CASE_MATCH,5
ZNF556,ZNF556,CASE_MATCH,5
ZNF557,ZNF557,CASE_MATCH,5
ZNF558,ZNF558,CASE_MATCH,5
ZNF559,ZNF559,CASE_MATCH,5
ZNF559-ZNF177,ZNF559-ZNF177,CASE_MATCH,5
ZNF560,ZNF560,CASE_MATCH,5
ZNF561,ZNF561,CASE_MATCH,5
ZNF562,ZNF562,CASE_MATCH,5
ZNF563,ZNF563,CASE_MATCH,5
ZNF564,ZNF564,CASE_MATCH,5
ZNF565,ZNF565,CASE_MATCH,5
ZNF566,ZNF566,CASE_MATCH,5
ZNF567,ZNF567,CASE_MATCH,5
ZNF568,ZNF568,CASE_MATCH,5
ZNF569,ZNF569,CASE_MATCH,5
ZNF57,ZNF57,CASE_MATCH,5
ZNF570,ZNF570,CASE_MATCH,5
ZNF571,ZNF571,CASE_MATCH,5
ZNF573,ZNF573,CASE_MATCH,5
ZNF574,ZNF574,CASE_MATCH,5
ZNF575,ZNF575,CASE_MATCH,5
ZNF577,ZNF577,CASE_MATCH,5
ZNF578,ZNF578,CASE_MATCH,5
ZNF579,ZNF579,CASE_MATCH,5
ZNF580,ZNF580,CASE_MATCH,5
ZNF582,ZNF582,CASE_MATCH,5
ZNF583,ZNF583,CASE_MATCH,5
ZNF584,ZNF584,CASE_MATCH,5
ZNF585A,ZNF585A,CASE_MATCH,5
ZNF585B,ZNF585B,CASE_MATCH,5
ZNF586,ZNF586,CASE_MATCH,5
ZNF587,ZNF587,CASE_MATCH,5
ZNF587B,ZNF587B,CASE_MATCH,5
ZNF592,ZNF592,CASE_MATCH,5
ZNF593,ZNF593,CASE_MATCH,5
ZNF593OS,ZNF593OS,CASE_MATCH,5
ZNF594,ZNF594,CASE_MATCH,5
ZNF595,ZNF595,CASE_MATCH,5
ZNF596,ZNF596,CASE_MATCH,5
ZNF597,ZNF597,CASE_MATCH,5
ZNF598,ZNF598,CASE_MATCH,5
ZNF599,ZNF599,CASE_MATCH,5
ZNF600,ZNF600,CASE_MATCH,5
ZNF605,ZNF605,CASE_MATCH,5
ZNF606,ZNF606,CASE_MATCH,5
ZNF607,ZNF607,CASE_MATCH,5
ZNF608,ZNF608,CASE_MATCH,5
ZNF609,ZNF609,CASE_MATCH,5
ZNF610,ZNF610,CASE_MATCH,5
ZNF611,ZNF611,CASE_MATCH,5
ZNF613,ZNF613,CASE_MATCH,5
ZNF615,ZNF615,CASE_MATCH,5
ZNF616,ZNF616,CASE_MATCH,5
ZNF618,ZNF618,CASE_MATCH,5
ZNF619,ZNF619,CASE_MATCH,5
ZNF622,ZNF622,CASE_MATCH,5
ZNF623,ZNF623,CASE_MATCH,5
ZNF624,ZNF624,CASE_MATCH,5
ZNF625,ZNF625,CASE_MATCH,5
ZNF625-ZNF20,ZNF625-ZNF20,CASE_MATCH,5
ZNF626,ZNF626,CASE_MATCH,5
ZNF627,ZNF627,CASE_MATCH,5
ZNF628,ZNF628,CASE_MATCH,5
ZNF629,ZNF629,CASE_MATCH,5
ZNF630,ZNF630,CASE_MATCH,5
ZNF638,ZNF638,CASE_MATCH,5
ZNF639,ZNF639,CASE_MATCH,5
ZNF641,ZNF641,CASE_MATCH,5
ZNF644,ZNF644,CASE_MATCH,5
ZNF646,ZNF646,CASE_MATCH,5
ZNF648,ZNF648,CASE_MATCH,5
ZNF649,ZNF649,CASE_MATCH,5
ZNF652,ZNF652,CASE_MATCH,5
ZNF653,ZNF653,CASE_MATCH,5
ZNF654,ZNF654,CASE_MATCH,5
ZNF655,ZNF655,CASE_MATCH,5
ZNF658,ZNF658,CASE_MATCH,5
ZNF66,ZNF66,CASE_MATCH,5
ZNF660,ZNF660,CASE_MATCH,5
ZNF663P,ZNF663P,CASE_MATCH,5
ZNF664,ZNF664,CASE_MATCH,5
ZNF665,ZNF665,CASE_MATCH,5
ZNF667,ZNF667,CASE_MATCH,5
ZNF668,ZNF668,CASE_MATCH,5
ZNF669,ZNF669,CASE_MATCH,5
ZNF670,ZNF670,CASE_MATCH,5
ZNF671,ZNF671,CASE_MATCH,5
ZNF672,ZNF672,CASE_MATCH,5
ZNF674,ZNF674,CASE_MATCH,5
ZNF675,ZNF675,CASE_MATCH,5
ZNF676,ZNF676,CASE_MATCH,5
ZNF677,ZNF677,CASE_MATCH,5
ZNF678,ZNF678,CASE_MATCH,5
ZNF679,ZNF679,CASE_MATCH,5
ZNF680,ZNF680,CASE_MATCH,5
ZNF681,ZNF681,CASE_MATCH,5
ZNF682,ZNF682,CASE_MATCH,5
ZNF683,ZNF683,CASE_MATCH,5
ZNF684,ZNF684,CASE_MATCH,5
ZNF687,ZNF687,CASE_MATCH,5
ZNF687-AS1,ZNF687-AS1,CASE_MATCH,5
ZNF688,ZNF688,CASE_MATCH,5
ZNF689,ZNF689,CASE_MATCH,5
ZNF69,ZNF69,CASE_MATCH,5
ZNF691,ZNF691,CASE_MATCH,5
ZNF692,ZNF692,CASE_MATCH,5
ZNF695,ZNF695,CASE_MATCH,5
ZNF696,ZNF696,CASE_MATCH,5
ZNF697,ZNF697,CASE_MATCH,5
ZNF699,ZNF699,CASE_MATCH,5
ZNF7,ZNF7,CASE_MATCH,5
ZNF700,ZNF700,CASE_MATCH,5
ZNF701,ZNF701,CASE_MATCH,5
ZNF703,ZNF703,CASE_MATCH,5
ZNF704,ZNF704,CASE_MATCH,5
ZNF705A,ZNF705A,CASE_MATCH,5
ZNF705B,ZNF705B,CASE_MATCH,5
ZNF705D,ZNF705D,CASE_MATCH,5
ZNF705G,ZNF705G,CASE_MATCH,5
ZNF706,ZNF706,CASE_MATCH,5
ZNF707,ZNF707,CASE_MATCH,5
ZNF708,ZNF708,CASE_MATCH,5
ZNF709,ZNF709,CASE_MATCH,5
ZNF71,ZNF71,CASE_MATCH,5
ZNF710,ZNF710,CASE_MATCH,5
ZNF711,ZNF711,CASE_MATCH,5
ZNF713,ZNF713,CASE_MATCH,5
ZNF714,ZNF714,CASE_MATCH,5
ZNF716,ZNF716,CASE_MATCH,5
ZNF717,ZNF717,CASE_MATCH,5
ZNF718,ZNF718,CASE_MATCH,5
ZNF721,ZNF721,CASE_MATCH,5
ZNF722,ZNF722,CASE_MATCH,5
ZNF723,ZNF723,CASE_MATCH,5
ZNF724,ZNF724,CASE_MATCH,5
ZNF726,ZNF726,CASE_MATCH,5
ZNF727,ZNF727,CASE_MATCH,5
ZNF728,ZNF728,CASE_MATCH,5
ZNF729,ZNF729,CASE_MATCH,5
ZNF730,ZNF730,CASE_MATCH,5
ZNF732,ZNF732,CASE_MATCH,5
ZNF735,ZNF735,CASE_MATCH,5
ZNF736,ZNF736,CASE_MATCH,5
ZNF737,ZNF737,CASE_MATCH,5
ZNF738,ZNF738,CASE_MATCH,5
ZNF74,ZNF74,CASE_MATCH,5
ZNF740,ZNF740,CASE_MATCH,5
ZNF746,ZNF746,CASE_MATCH,5
ZNF747,ZNF747,CASE_MATCH,5
ZNF749,ZNF749,CASE_MATCH,5
ZNF750,ZNF750,CASE_MATCH,5
ZNF75A,ZNF75A,CASE_MATCH,5
ZNF76,ZNF76,CASE_MATCH,5
ZNF761,ZNF761,CASE_MATCH,5
ZNF763,ZNF763,CASE_MATCH,5
ZNF764,ZNF764,CASE_MATCH,5
ZNF765,ZNF765,CASE_MATCH,5
ZNF766,ZNF766,CASE_MATCH,5
ZNF768,ZNF768,CASE_MATCH,5
ZNF77,ZNF77,CASE_MATCH,5
ZNF770,ZNF770,CASE_MATCH,5
ZNF771,ZNF771,CASE_MATCH,5
ZNF772,ZNF772,CASE_MATCH,5
ZNF773,ZNF773,CASE_MATCH,5
ZNF774,ZNF774,CASE_MATCH,5
ZNF775,ZNF775,CASE_MATCH,5
ZNF776,ZNF776,CASE_MATCH,5
ZNF777,ZNF777,CASE_MATCH,5
ZNF778,ZNF778,CASE_MATCH,5
ZNF780A,ZNF780A,CASE_MATCH,5
ZNF780B,ZNF780B,CASE_MATCH,5
ZNF781,ZNF781,CASE_MATCH,5
ZNF782,ZNF782,CASE_MATCH,5
ZNF783,ZNF783,CASE_MATCH,5
ZNF784,ZNF784,CASE_MATCH,5
ZNF786,ZNF786,CASE_MATCH,5
ZNF787,ZNF787,CASE_MATCH,5
ZNF788P,ZNF788P,CASE_MATCH,5
ZNF79,ZNF79,CASE_MATCH,5
ZNF790,ZNF790,CASE_MATCH,5
ZNF791,ZNF791,CASE_MATCH,5
ZNF792,ZNF792,CASE_MATCH,5
ZNF793,ZNF793,CASE_MATCH,5
ZNF799,ZNF799,CASE_MATCH,5
ZNF8,ZNF8,CASE_MATCH,5
ZNF80,ZNF80,CASE_MATCH,5
ZNF800,ZNF800,CASE_MATCH,5
ZNF804A,ZNF804A,CASE_MATCH,5
ZNF804B,ZNF804B,CASE_MATCH,5
ZNF805,ZNF805,CASE_MATCH,5
ZNF808,ZNF808,CASE_MATCH,5
ZNF81,ZNF81,CASE_MATCH,5
ZNF813,ZNF813,CASE_MATCH,5
ZNF814,ZNF814,CASE_MATCH,5
ZNF816,ZNF816,CASE_MATCH,5
ZNF816-ZNF321P,ZNF816-ZNF321P,CASE_MATCH,5
ZNF821,ZNF821,CASE_MATCH,5
ZNF823,ZNF823,CASE_MATCH,5
ZNF827,ZNF827,CASE_MATCH,5
ZNF829,ZNF829,CASE_MATCH,5
ZNF83,ZNF83,CASE_MATCH,5
ZNF830,ZNF830,CASE_MATCH,5
ZNF831,ZNF831,CASE_MATCH,5
ZNF833P,ZNF833P,CASE_MATCH,5
ZNF836,ZNF836,CASE_MATCH,5
ZNF837,ZNF837,CASE_MATCH,5
ZNF839,ZNF839,CASE_MATCH,5
ZNF84,ZNF84,CASE_MATCH,5
ZNF840P,ZNF840P,CASE_MATCH,5
ZNF841,ZNF841,CASE_MATCH,5
ZNF843,ZNF843,CASE_MATCH,5
ZNF844,ZNF844,CASE_MATCH,5
ZNF845,ZNF845,CASE_MATCH,5
ZNF846,ZNF846,CASE_MATCH,5
ZNF85,ZNF85,CASE_MATCH,5
ZNF850,ZNF850,CASE_MATCH,5
ZNF852,ZNF852,CASE_MATCH,5
ZNF853,ZNF853,CASE_MATCH,5
ZNF860,ZNF860,CASE_MATCH,5
ZNF862,ZNF862,CASE_MATCH,5
ZNF865,ZNF865,CASE_MATCH,5
ZNF876P,ZNF876P,CASE_MATCH,5
ZNF878,ZNF878,CASE_MATCH,5
ZNF879,ZNF879,CASE_MATCH,5
ZNF880,ZNF880,CASE_MATCH,5
ZNF883,ZNF883,CASE_MATCH,5
ZNF888,ZNF888,CASE_MATCH,5
ZNF891,ZNF891,CASE_MATCH,5
ZNF892,ZNF892,CASE_MATCH,5
ZNF90,ZNF90,CASE_MATCH,5
ZNF91,ZNF91,CASE_MATCH,5
ZNF92,ZNF92,CASE_MATCH,5
ZNF93,ZNF93,CASE_MATCH,5
ZNF98,ZNF98,CASE_MATCH,5
ZNF99,ZNF99,CASE_MATCH,5
ZNG1A,ZNG1A,CASE_MATCH,5
ZNG1B,ZNG1B,CASE_MATCH,5
ZNG1C,ZNG1C,CASE_MATCH,5
ZNG1E,ZNG1E,CASE_MATCH,5
ZNG1F,ZNG1F,CASE_MATCH,5
ZPLD2P,ZPLD2P,CASE_MATCH,5
ZRSR2P1,ZRSR2P1,CASE_MATCH,5
ZSCAN1,ZSCAN1,CASE_MATCH,5
ZSCAN16,ZSCAN16,CASE_MATCH,5
ZSCAN23,ZSCAN23,CASE_MATCH,5
ZSCAN31,ZSCAN31,CASE_MATCH,5
ZSCAN4,ZSCAN4,CASE_MATCH,5
ZSCAN4C,ZSCAN4,HCOP,5
ZSCAN4F,ZSCAN4,HCOP,5
ZSCAN5A,ZSCAN5A,CASE_MATCH,5
ZSCAN5C,ZSCAN5C,CASE_MATCH,5
ZSCAN5DP,ZSCAN5DP,CASE_MATCH,5
ZSCAN9,ZSCAN9,CASE_MATCH,5
ZXDA,ZXDA,CASE_MATCH,5
1700009N14RIK,RAN,HCOP,4
4930544G11RIK,RHOA,HCOP,4
4933412E24RIK,CXORF49,HCOP,4
4933424G06RIK,C2ORF92,HCOP,4
4933427D14RIK,KIAA0753,HCOP,4
6330403K07RIK,LOC728392,HCOP,4
8030474K03RIK,CXORF49,HCOP,4
AADACL4FM1,AADACL4,HCOP,4
ABCG3,ABCG2,HCOP,4
ACAD12,ACAD10,HCOP,4
ADAM20,ADAM20,HCOP,4
ADAM25,ADAM20,HCOP,4
ADAM39,ADAM20,HCOP,4
ADGRE4,ADGRE4P,HCOP,4
ADRM1B,ADRM1,HCOP,4
AHSA2,AHSA2P,HCOP,4
AKR1C14,AKR1C3,HCOP,4
AKR1CL,AKR1C3,HCOP,4
ALDOART1,ALDOA,HCOP,4
ALDOART2,ALDOA,HCOP,4
ALYREF2,ALYREF,HCOP,4
AMY2A2,AMY2B,HCOP,4
AMY2A3,AMY2B,HCOP,4
AMY2A4,AMY1C,HCOP,4
AOC1L3,AOC1,HCOP,4
APOL10A,APOL1,HCOP,4
APOL10B,APOL1,HCOP,4
APOL11B,APOL1,HCOP,4
APOL9B,APOL1,HCOP,4
ARXES1,SPCS3,HCOP,4
ARXES2,SPCS3,HCOP,4
ATG4A-PS,ATG4A,HCOP,4
AU015836,CHCHD4,HCOP,4
B3GALT9,B3GALT9,HCOP,4
BC048507,DYNLL1,HCOP,4
BCL2A1C,BCL2A1,HCOP,4
BEND2,BEND2,HCOP,4
BRCC3DC,BRCC3,HCOP,4
BRD3OS,BRD3OS,HCOP,4
BTNL10,BTNL10P,HCOP,4
CCDC121RT2,CCDC121,HCOP,4
CCDC194,CCDC194,HCOP,4
CCDC196,CCDC196,HCOP,4
CCDC200,CCDC200,HCOP,4
CCDC92B,CCDC92B,HCOP,4
CCL12,CCL2,HCOP,4
CCL2,CCL2,HCOP,4
CCL8,CCL8,HCOP,4
CD300LD4,CD300LD,HCOP,4
CD300LD5,CD300LD,HCOP,4
CDK2AP1RT,CDK2AP1,HCOP,4
CEACAM9,CEACAM21,HCOP,4
CFAP97D2,CFAP97D2,HCOP,4
CFHR4,CFH,HCOP,4
CHIL3,CHIA,HCOP,4
CHIL5,CHIA,HCOP,4
CHIL6,CHIA,HCOP,4
CKS1BRT,CKS1B,HCOP,4
CLDN34B3,CLDN34,HCOP,4
CLDN34C5,CLDN34,HCOP,4
CLDN34C6,CLDN34,HCOP,4
CLEC4A4,CLEC4A,HCOP,4
CRCT1,CRCT1,HCOP,4
CRYGE,CRYGD,HCOP,4
CSTDC2,CST9L,HCOP,4
CT45A,CT45A10,HCOP,4
CWC22RT2,CWC22,HCOP,4
CWC22RT4,CWC22,HCOP,4
CWC22RT5,CWC22,HCOP,4
CYP2A12,CYP2A13,HCOP,4
CYP2B13,CYP2B6,HCOP,4
CYP2C37,CYP2C18,HCOP,4
CYP2C50,CYP2C18,HCOP,4
CYP2D11,CYP2D6,HCOP,4
CYP2D34,CYP2D6,HCOP,4
CYP2D9,CYP2D6,HCOP,4
CYP2J11,CYP2J2,HCOP,4
CYP2J12,CYP2J2,HCOP,4
CYP4A29,CYP4A22,HCOP,4
CYP4A30B,CYP4A11,HCOP,4
CYP4F13,CYP4F3,HCOP,4
CYP4F16,CYP4F8,HCOP,4
D1PAS1,DDX3X,HCOP,4
DEFA17,DEFA3,HCOP,4
DEFA21,DEFA3,HCOP,4
DEFA22,DEFA3,HCOP,4
DEFA23,DEFA1,HCOP,4
DEFA24,DEFA3,HCOP,4
DEFA28,DEFA6,HCOP,4
DEFA31,DEFA3,HCOP,4
DEFA32,DEFA1B,HCOP,4
DEFA34,DEFA3,HCOP,4
DEFA39,DEFA6,HCOP,4
DEFA5,DEFA3,HCOP,4
DEFB3,DEFB4A,HCOP,4
DEFB4,DEFB4A,HCOP,4
DEGS1L,DEGS1,HCOP,4
DHRSX,DHRSX,HCOP,4
EEF1ECE2,EEF1AKMT4-ECE2,HCOP,4
EIF1AD16,EIF1AX,HCOP,4
EIF1AD19,EIF1AX,HCOP,4
EIF1AD3,EIF1AX,HCOP,4
EIF4A3L1,EIF4A3,HCOP,4
ELOBL,ELOB,HCOP,4
ERMARDL2,ERMARD,HCOP,4
FADS2B,FADS2B,HCOP,4
FAM169B,FAM169BP,HCOP,4
FHL4,FHL1,HCOP,4
FPR-RS3,FPR2,HCOP,4
FTHL17A,FTHL17,HCOP,4
GAPDHRT,GAPDH,HCOP,4
GJA6,GJA1,HCOP,4
GM10320,SEC61B,HCOP,4
GM11562,KRTAP2-2,HCOP,4
GM11564,KRTAP4-3,HCOP,4
GM11837,C8ORF88,HCOP,4
GM12394,SPATA31F1,HCOP,4
GM13102,PRAMEF1,HCOP,4
GM19402,KRTAP10-11,HCOP,4
GM19668,KRTAP10-11,HCOP,4
GM20518,DGCR2,HCOP,4
GM20521,BCL2L2-PABPN1,HCOP,4
GM20547,CFB,HCOP,4
GM20605,LRCH4,HCOP,4
GM21586,LOC730098,HCOP,4
GM21953,LOC730098,HCOP,4
GM21983,MIA,HCOP,4
GM29797,C20ORF204,HCOP,4
GM3233,KRTAP10-11,HCOP,4
GM3238,KRTAP10-11,HCOP,4
GM3250,KRTAP10-11,HCOP,4
GM36210,C19ORF85,HCOP,4
GM38999,C19ORF84,HCOP,4
GM40193,C17ORF114,HCOP,4
GM44503,DNAAF4,HCOP,4
GM4779,CXORF49,HCOP,4
GM48552,SMIM44,HCOP,4
GM49405,NUDT8,HCOP,4
GM5965,KRTAP13-4,HCOP,4
GM7137,KRTAP10-11,HCOP,4
GM7138,KRTAP10-11,HCOP,4
GM773,SYCP3,HCOP,4
GREP1,GREP1,HCOP,4
GSTA13,GSTA5,HCOP,4
GSTM6,GSTM1,HCOP,4
GUCY1B2,GUCY1B2,HCOP,4
GZME,GZMH,HCOP,4
H1F9,H1-9P,HCOP,4
H2-D1,HLA-A,HCOP,4
H2-M3,HLA-F,HCOP,4
H2-Q1,HLA-A,HCOP,4
H2-Q2,HLA-A,HCOP,4
H2-Q4,HLA-A,HCOP,4
H2-T23,HLA-E,HCOP,4
H2AB3,H2AB1,HCOP,4
H2AC11,H2AC8,HCOP,4
H2AC18,H2AC18,HCOP,4
H2AC22,H2AC8,HCOP,4
H2AC24,H2AC8,HCOP,4
H2AC4,H2AC4,HCOP,4
H2AC6,H2AC8,HCOP,4
H2AC8,H2AC8,HCOP,4
H2BC14,H2BC5,HCOP,4
H2BC26,H2BC26,HCOP,4
H2BC7,H2BC13,HCOP,4
H2BW2,H2BW1,HCOP,4
H3C1,H3C1,HCOP,4
H4C16,H4C16,HCOP,4
HBB-BH1,HBE1,HCOP,4
HMGA1B,HMGA1,HCOP,4
IDI2L,IDI2,HCOP,4
IFI202B,IFI16,HCOP,4
IFI203,IFI16,HCOP,4
IFI207,IFI16,HCOP,4
IGHA,IGHA1,HCOP,4
IGHM,IGHM,HCOP,4
IGHV1-39,IGHV1-24,HCOP,4
IGHV14-1,IGHV1-24,HCOP,4
IGHV14-2,IGHV1-24,HCOP,4
IGHV14-3,IGHV1-24,HCOP,4
IGHV7-1,IGHV3-72,HCOP,4
IGKC,IGKC,HCOP,4
IGKV1-99,IGKV2-28,HCOP,4
IGKV17-121,IGKV5-2,HCOP,4
IGKV17-127,IGKV5-2,HCOP,4
IGKV18-36,IGKV3-11,HCOP,4
IGKV5-37,IGKV6-21,HCOP,4
IGKV5-39,IGKV6-21,HCOP,4
IGKV5-43,IGKV6-21,HCOP,4
IGKV5-45,IGKV6-21,HCOP,4
IGKV5-48,IGKV6-21,HCOP,4
IGKV8-21,IGKV4-1,HCOP,4
IGKV8-27,IGKV4-1,HCOP,4
IGKV8-28,IGKV4-1,HCOP,4
IGKV8-30,IGKV4-1,HCOP,4
IGLV3,IGLV4-60,HCOP,4
IGTP,IRGM,HCOP,4
JKAMPL,JKAMP,HCOP,4
KANTR,KANTR,HCOP,4
KBTBD6,KBTBD6,HCOP,4
KIF28,KIF28P,HCOP,4
KRT74,KRT74,HCOP,4
KRT87,KRT81,HCOP,4
KRTAP1-5,KRTAP1-1,HCOP,4
KRTAP13,KRTAP13-2,HCOP,4
KRTAP17-1,KRTAP17-1,HCOP,4
KRTAP2-4,KRTAP2-3,HCOP,4
KRTAP4-6,KRTAP4-3,HCOP,4
KRTAP5-5,KRTAP5-5,HCOP,4
KRTAP9-3,KRTAP1-3,HCOP,4
LGALSL2,LGALSL,HCOP,4
LOC102638047,SP110,HCOP,4
LOR,LORICRIN,HCOP,4
LRRC51,LRRC51,HCOP,4
MAGEA3,MAGEA10,HCOP,4
MAGEA8,MAGEA10,HCOP,4
MAGEB2,MAGEB6,HCOP,4
MDFIC2,MDFIC2,HCOP,4
MILL2,MICA,HCOP,4
MINDY4B-PS,MINDY4B,HCOP,4
MLIP,MLIP,HCOP,4
MOXD2,MOXD2P,HCOP,4
MRGPRA6,MRGPRX2,HCOP,4
MRGPRB5,MRGPRX2,HCOP,4
MRGPRB8,MRGPRX2,HCOP,4
MRLN,MRLN,HCOP,4
MSANTD5L,MSANTD5,HCOP,4
MT1,MT1M,HCOP,4
MT2,MT2A,HCOP,4
MUC19,MUC19,HCOP,4
MYEF2L,MYEF2,HCOP,4
NAT8F3,NAT8,HCOP,4
NAT8F4,NAT8,HCOP,4
NAT8F7,NAT8,HCOP,4
NBDY,NBDY,HCOP,4
NPY6R,NPY6R,HCOP,4
NSCME3L,NSMCE3,HCOP,4
